song,artist,features,track_id,popularity,release_date,release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,lyrics
"My Heart Is Calling (From ""The Preacher's Wife"")",Whitney Houston,,,,,,,,,,,,,,,,,,,
I Shot The Sheriff,Warren G,,5uC1sC1OmVKfU0m5opiY25,35,1997-01-01,day,0.859,0.68,10,-9.213,0,0.159,0.0289,1.09e-05,0.261,0.753,91.444,4,250240,"[Intro: Nanci Fletcher]\nEeee\nThis town is run by martial law\nAnd Warren G are the marshall\nSo, Warren G, just pick up yourself everytime\n'Cause you don't know I say you rule!\n[Chorus: Warren G, (\nBoogie Down Productions\n)]\n(I shot the sheriff)\nBut I did not shoot the deputy\n(\nAll I could think about was war and\n)\n(I shot the sheriff)\nBut I did not shoot the deputy\n(\nAll I could think about was war and\n)\n[Verse 1: Warren G]\nI had to shoot the sheriff it was justifiable\nHe mistaked me for somebody who was liable\nTo more than many murders\nLA's a war fields\nWe keep making war shields\nStreets keep souls\nYoung brothers lose control\nI seem to maintain through this\nWatch where you kick it they'll put you in a twist\nAnd it ain't nobody like my down ass hommie\nAnd tha police always tryin to pin some bullshit on me\nI keep away from fools\nThey do crime and  attract cops\nCops got guns and cuffs\nAnd cells to stuff you in\n[Chorus: Warren G, (\nBoogie Down Productions\n)]\n(I shot the sheriff)\nBut I did not shoot the deputy\n(\nAll I could think about was war and\n)\n(I shot the sheriff)\nBut I did not shoot the deputy\n(\nAll I could think about was war and\n)\n[Verse 2: Warren G]\nThey tryin' to stick with some shit that I did not do\nYou know who\nThe boys in blue\nThere they go with they assumpitons\nSlaverys over let us have somethin'\nWhy you wanna pull me over?\nCuz I'm bumpin?\nI just made a new song\nMy profession is music\nYour profession is protection with gats\nThen use it on him when he's tryin' to take my life away\nI'm just tryin' to live my life today\nSo I keep away from fools they do crime it attract cops\nCops got guns and cuffs\nAnd cells to stuff you in"
"Let It Go (From ""Set It Off"")",Ray J,,,,,,,,,,,,,,,,,,,
Blood on the Dance Floor,Michael Jackson,,11lw4bWbmxWIETHitBU0Gc,61,1997-05-11,day,0.807,0.741,1,-4.472,1,0.083,0.0135,0.0316,0.06,0.558,108.989,4,253000,"[Verse 1]\nShe got your number, ah\nShe know your game, ah\nShe put you under, ah\nIt's so insane, ah\nSince you seduced her, ah\nHow does it feel? Ah\nTo know that woman, ah\nIs out to kill\n[Refrain]\nEvery night stance is like taking a chance\nIt's not about love and romance\nAnd now you're going to get it\nAh, every hot man is out taking a chance\nIt's not about love and romance\nAnd now you do regret it\n[Pre-Chorus]\nTo escape the world, I've got to enjoy that simple dance\nAnd it seemed that everything was on my side\n(Blood on my side)\nShe seemed sincere like it was love and true romance\nAnd now she's out to get me\nBut I just can't take it\nJust can't break it\n[Chorus]\nSusie got your number and Susie ain’t your friend\nLook who took you under with seven inches in\nBlood is on the dance floor, blood is on the knife\nSusie's got your number and Susie says it's right\n[Verse 2]\nShe got your number, ah\nHow does it feel? Ah\nTo know this stranger, ah\nIs about to kill, ah\nShe got yo' baby, ah\nIt happened fast, ah\nIf you could only, ah\nErase the past (Ah)\n[Refrain]\nEvery night stance is like taking a chances (Ah)\nIt's not about love and romance\nAnd now you're going to get it\nAh, every hot man is out taking a chance\nIt's not about love and romance\nAnd now you do regret it"
Gangstas Make The World Go Round,Westside Connection,,2vytyWClpsahqcL6NibSE3,42,1996-10-22,day,0.754,0.575,9,-8.22,1,0.366,0.0977,0.0,0.474,0.561,180.389,4,272834,"[Produced by Cedric Samson & Ice Cube]\n[Verse 1: Ice Cube]\nI'm gettin' dizzy as the world keeps spinnin' like a Frisbee\nGangstas and girls make the world twirl\nNo hesitation I can run a nation from incarceration\n30 years is what I'm facin'\nBut give me 7 seas and 11 G's\nI make enough cheese to bring Wall Street to its knees\nNigga please I got enough guns\nTo fill the Empire State Building full of 1's\nGo to school is what you tell us\nBut niggas in school is scared of the Goodfellas\nWe got the Yayo you can just say no\nBut nobody makes a fuckin' move until I say so\nThat's how it is and that's how it's gonna be\nKids when you grow up who the fuck you wanna be?\nLike me ya black superhero\nGot enough zeros to hire Bob Shapiro\nYa Honor I'mma have to get rid of ya\nBecause it ain't no trivia about my flat in west Bolivia!\nI blew the jury a kiss they rather dismiss\nThan swim with the big fish\nYOU fuckin' guppies!!!!!!!!\n[Hook]\nGangsta's make the world go round\n[Verse 2: W.C.]\nNine just saggin',\n wavin' my flag and\nNever will I ease up nigga, so stop askin'\nSee I was taught as a tiny locin' on the set\nIt's all about the pussy and money fuck the rest\nNigga what tech is quicker to collect when I'm seekin'\nAll the jewelry and the money, so miss me with that preachin' teachin'\nFuck all that bullshit I want to \nslang yay like Noriega\nSit back watch my paper\nCollect like the I.R.S\nAs I kick it with 50 bitches all on my dick just like the President\nAnd like the police I want a gang of killers all on my Side\nThat's down to lie more \ncrooked that St. Ides\n rip ride\nOn my behalf as I call shots, as if I was \nSaddam Hussein\nJackin' motherfuckers for Dana Danes\nHated by many but I don't care because I rather be feared than loved\nWith a pocket full of dubs\n'Cause \ngangsta gangsta\n's, make the world go round\nAnd if you want a piece then you best to be down\nSo quit, chastisin' me, analyzin' me\nAnd like the escorts look over your shoulder nigga what's plain to see\nCrooked ass cowards"
"Get Your Groove On (From ""Baps"")",Gyrl,,,,,,,,,,,,,,,,,,,
"Too Late, Too Soon",Jon Secada,,0A2FMrx8LiswErLm7OSNDL,53,1997-01-01,day,0.642,0.45,8,-9.53,1,0.0382,0.452,0.00152,0.107,0.187,160.651,4,255267,"[Verse 1]\nTender was the night\nTook an early flight\nRushing home tonight\nSomething wasn't right\nI can't believe my eyes\nI know I must be dreaming\n[Chorus]\nDid I come home too late, too soon\nYou in his arms told me the truth\nToo late, too soon\n[Verse 2]\nI wish I would have known\nI wouldn't have left you all alone\nTemptation led you wrong\nTell me how long has this been going on\nCause I thought our love was strong\nI guess I must be dreaming\n[Chorus]\nDid I come home too late, too soon\nYou in his arms told me the truth\nToo late, too soon\n[Intrumental Break]\nWhat was I supposed to do\nYou had to see it for yourself\nCause I thought our love was strong\nI guess I must be dreaming\n[Chorus]\nDid I come home too late, too soon\nYou in his arms told me the truth\nToo late, too soon"
Big Daddy,Hev-D,,,,,,,,,,,,,,,,,,,
Jazzy Belle,Outkast,,6w4MlvpuxtbjGdL9YeTx89,58,1996-08-27,day,0.878,0.65,11,-8.08,0,0.252,0.0178,0.0,0.0408,0.101,92.03,4,251667,"[Intro: André 3000]\nYeah, yeah\n[Verse 1: André 3000]\nOh, yes, I love her like Egyptian\nWant a description? My royal highness\nSo many plusses when I bust that there can’t be no minus\nWent from yelling crickets and crows\nBitches and hoes to queen thangs\nOver the years I been up on my toes and yes I seen thangs\nLike Kilroy,\n \nchill boy because them folks might think you soft\nTalking like that, man, fuck them niggas, I’m going off\nAnd coming right back like boomerangs when you throw 'em\nWith these old ghetto poems\n, thinking it's better for 'em\nWhen they can let they thumb down from hitchhiking\nInviting niggas into the temple they call their body\nNow everybody got it, had it, talked about it amongst they friends\nComing around my crew looking Jazzy, wanna pretend\nLike you Ms. Goody Four-Shoes\n, \neven Bo knew that you got poked\nLike acupuncture patients\nWhile our nation is a boat, straight sinking\nI hate thinking that these the future mommas of our chill'un\nThey fucking a different nigga every time they get the feeling to\nI’m willing to go the extra kilometer\nJust to see my señorita get her pillow\nOn the side of my bed where no girl ever stay\nHouse and doctor was the games we used to play\nBut now it’s real Jazzy Belle\n[Verse 2: Big Boi]\nSee what if you was a playa, real playa not no flaw\nHaving the very best of life: lobster, steak and Perignon\nSmoking an ounce of weed\nAnd every single day was personal FreakNik\nTricking these hoes in Polo clothes, life as you conceived it\nBut your conception, deception, looking into your eyes\nI see your weapon and it’s depressing\nThey're digging up in your thighs, leaving deposits\nKeeping your closets open, knocking your boots and drawers\nHoping to get you sprung like bail-bonds\nSteadily calling me Antwan 'cause you thinking that you my lady\nBitch, don’t play me 'cause you’re janky\nI wanted to hit that ass but me and the Goodie we got danky\nSo thank thee, for running that Southernplayalistic game\nYou was the only one to blame, a nigga don’t even know yo name\nIt’s a shame, you cracking 'em up and fucking a nigga like 2Pac up\nI’m leaving these foes to be the flowers and wake don’t get me\nSee, I gotta be feeding my daughter\nTeach her to be that Natural Woman\n'Cause you’ll be Waiting to Exhale while you other hoes be Dumb\nAnd Dumber, yeah, you know what I’m saying\n[Verse 3: André 3000]\nSee me and ol' girl in the black-on-black 'Lac Northstar\nWindows are tinted so that no one knows who us are\nTalk bad about her nigga guaranteed to snap like bra\nStraps, sticking together like grandma and grandpa-pa\nIn this dog-eat-dog world\nKitty cats be scratching on my furry coat to curl\nUp with me and my bowl of kibbles and bits\nI want to hurl, 'cause most of the girls\nThat we was liking in high school, now they dyking"
The New Pollution,Beck,,42y2MNoO4Tn1sF65vKV2U5,43,1996-06-18,day,0.671,0.769,1,-6.529,1,0.0268,0.0287,0.00988,0.32,0.89,131.788,4,219987,[Verse 1]\nShe's got a cigarette on each arm\nShe's got the lily-white cavity crazes\nShe's got a carburetor tied to the moon\nPink eyes looking to the food of the ages\n[Chorus]\nShe's alone in the new pollution\nShe's alone in the new pollution\n[Verse 2]\nShe's got a hand on a wheel of pain\nShe can talk to the mangling strangers\nShe can sleep in a fiery bog\nThrowing troubles to the dying embers\n[Chorus]\nShe's alone in the new pollution\nShe's alone in the new pollution\n[Chorus]\nShe's alone in the new pollution\nShe's alone in the new pollution\n[Verse 3]\nShe's got a paradise camouflage\nLike a whip-crack sending me shivers\nShe's the boat in a strip mine ocean\nRiding low on the drunken rivers\n[Chorus]\nShe's alone in the new pollution\nShe's alone in the new pollution
You Don't Have To Hurt No More,Mint Condition,,0pkDaXVCdaectYFIl1WWX9,34,1996-01-01,day,0.798,0.416,8,-7.375,0,0.0323,0.0567,7.06e-05,0.118,0.393,113.873,4,322040,"[Verse 1: Stokley]\nI don't like the way he treats you\nThat's not the way\nThat I would do you\nWhat gives him the right to say\nThat its you that he owns\nAll those nights he left you to cry\nLeft you with nothing\nBut tears in your eyes\nGirl, just come with me\n'Cause this house is not a home\n[Pre-Chorus]\nGirl he's over and gone\nYou don't have to hurt no more\nAnd I'll be there for you\nTo give all the love you yearn for\n[Chorus]\nAnd you don't have to hurt no more\nBaby, he's over\nI'll be what you're looking for\nLet me take over\nAnd you don't have to hurt no more\n[Post-Chorus]\nI'll make you see\nI'll be what you're looking for (Yeah)\nAnd more (And more)\nSo you don't have to hurt\nYou don't have to hurt\n[Interlude]\nNo more\nHow could he look into those pretty eyes\nAnd hurt you?\nOh, no\nYou don't have to hurt no more"
In My Arms,Erasure,,0XQ2zh1QCQm9pjBLve6BFT,33,1997-03-31,day,0.591,0.911,2,-5.65,1,0.0407,0.122,0.000575,0.391,0.438,99.992,4,216200,[Verse 1]\nThe deal is on the rise again\nThe ship comes into shore\nI've been away to somewhere\nBut life goes on no less\n[Pre-Chorus]\nThrough the foreign oceans\nUnderneath the sea\n[Chorus]\nAnd walls come tumbling down\nWe'll be forever calm\nAnd you'll be here in my arms\nI'll keep you away from harm\n[Verse 2]\nI thought about you twice just then\nYou get me every time\nKeeps coming out of nowhere\nIt cannot be defined\n[Pre-Chorus]\nYour colours are magnificent\nFrom magenta to bright blue\n[Chorus]\nAnd walls come tumbling down\nWe'll be forever calm\nAnd you'll be here in my arms\nI'll keep you away from harm\n[Bridge]\n[Pre-Chorus]\nThrough the foreign ocean\nUnderneath the seas\n[Coda]\nAnd walls come tumbling down\nWe'll be forever calm\nAnd you'll be here in my arms\nI'll keep you away from harm\n(Yeah)
If Tomorrow Never Comes,Joose,,,,,,,,,,,,,,,,,,,"VERSE 1:\nSometimes late at night\nI lie awake and watch her sleeping\nShe's lost in peaceful dreams\nSo I turned out the light\nAs I lay there in the dark\nAnd a thought crosses my mind\nIf I never wake in the morning\nWill she ever doubt\nThe way I feel about her, in my heart\nCHORUS:\nIf tomorrow never comes\nWill she know how much I loved her\nDid I try in every way\nTo show her every day\nShe's my only one\nIf my time on earth were through\nShe must face this world without me\nSo the love I gave her in the past\nWould it be enough to last\nIf tomorrow never comes\nVERSE 2:\nCause I've lost loved ones in my life\nWho never knew how much I loved them\nNow I live with the regret, that my true feelings for them\nNever were revealed\nSo I made a promise to myself\nTo say each day how much she means to me\nAnd avoid that circumstance\nWhere's no second chance\nTo tell her how I feel\nCHORUS:\nIf tomorrow never comes\nWill she know how much I loved her,(how much I loved her)\nDid I try in every way\nTo show her every day\nShes my only one\nIf my time on earth were through\nShe must face this world without me\nSo the love I gave her in the past\nWould it be enough to last\nIf tomorrow never comes\nSo tell it to someone that you love\nJust what you're thinking of\nIf tomorrow never comes"
Havana,Kenny G,,3h94vp5QyqopAwVolKhM5l,43,1996,year,0.403,0.328,0,-12.372,0,0.033,0.807,0.785,0.228,0.291,113.075,4,440400,"Thinkin' back in time when love was only in my mind\nI realize ain't no second chance\nYou've got to hold on to romance, don't let it slide\nThere's a special kind of magic in the air\nWhen you find another heart that needs to share\nBaby, come to me, let me put my arms around you\nThis was meant to be and I'm oh so glad I found you\nNeed you ev'ry day, gotta have your love around me\nBaby, always stay 'cause I can't go back to livin' without you\nSpendin' ev'ry dime to keep you talkin' on the line that's how it was\nAnd all those walks together out in any kind of weather\nJust because, just because there's a brand-new way of looking at your life\nAnd when you know that love'll be standing by your side\nBaby, come to me, let me put my arms around you\nThis was meant to be and I'm oh so glad I found you\nNeed you ev'ry day, gotta have your love around me\nBaby, always stay 'cause I can't go back to livin' without you\nThe nights can be cold\nThere's a chill to ev'ry evenin' when you're all alone\nDon't talk anymore\n'Cause you know that I'll be here to keep you warm, keep you warm\nBaby, come to me, let me put my arms around you\nThis was meant to be and I'm oh so glad I found you\nNeed you ev'ry day, gotta have your love around me baby, always stay\n'Cause I can't go back to livin' without you\nBaby, come to me, let me put my arms around you\nThis was meant to be and I'm oh so glad I found you\nNeed you ev'ry day, gotta have your love around me\nBaby, always stay 'cause I can't go back to livin' without you\nLet me the one that you are dreamin' of\nBaby, come to me, I'm giving all you love\nOh no more pain come to me give me all your love\nLet me the one that you are dreamin' of"
Secret Garden,Bruce Springsteen,,68uuz61IqrSJjO6ffO3yHc,66,1995-02-27,day,0.52,0.329,0,-14.224,1,0.0266,0.576,0.0418,0.12,0.118,86.857,4,266613,"[Verse 1]\nShe'll let you in her house\nIf you come knocking late at night\nShe'll let you in her mouth\nIf the words you say are right\nIf you pay the price\nShe'll let you deep inside\nBut there's a secret garden she hides\n[Verse 2]\nShe'll let you in her car\nTo go driving around\nShe'll let you into the parts of herself\nThat will bring you down\nShe'll let you in her heart\nIf you got a hammer and a vise\nBut into her secret garden, don't think twice\n[Bridge]\nYou've gone a million miles\nHow far would you get\nTo that place where you can't remember\nAnd you can't forget\n[Verse 3]\nShe'll lead you down a path\nThere will be tenderness in the air\nShe'll let you come just far enough\nSo you know she's really there\nThen she'll look at you and smile\nAnd her eyes will say\nShe's got a secret garden\nWhere everything you want\nWhere everything you need\nWill always stay\nA million miles away"
Don't Let Go (Love),En Vogue,,06TuMCjDEYjTOJScCRzmjf,63,1997-06-17,day,0.618,0.688,5,-5.867,0,0.0477,0.409,6.32e-06,0.3,0.561,78.311,4,291880,"[Intro]\nHuhhh uhh yeah yeahh yeahh\nOohhh oohh oohh oohh oohh\nHuhhh uhh uhhhhh\nHehhhh ehhhhh ehhhhhhhh ehhhhhh ehhhhh\n[Chorus]\nWhat's it gonna be 'cause I can't pretend?\nDon't you wanna be more than friends?\nHold me tight and don't let go (Don't let go)\nYou have the right to lose control (Don't let go)\n[Verse 1]\nI often tell myself that we could be\nMore than just friends\nI know you think that if we move too soon\nIt would all end\nI live in misery when you're not around (round round)\nAnd I won't be satisfied till we're taking those vows\n[Pre-Chorus]\nThere'll be some lovemaking, heartbreaking, soul shaking\nOh, lovemaking, heartbreaking, soul shaking\n[Chorus]\nWhat's it gonna be 'cause I can't pretend?\nDon't you wanna be more than friends?\nHold me tight and don't let go (Don't let go)\nYou have the right to lose control (Don't let go)\n[Verse 2]\nI often fantasize the stars above\nAre watching you\nThey know my heart and speak to yours like only lovers do\nIf I could wear your clothes\nI'd pretend I was you\nAnd lose control"
Here's Your Sign (Get the Picture) (with Special Guest Travis Tritt) - Single Version,Bill Engvall,Travis Tritt,7BDQ7lfI6JBLDr7ucZcScv,29,1996,year,0.586,0.936,7,-6.605,1,0.549,0.337,0.0,0.928,0.732,178.068,4,220173,"I just hate stupid people\nThey should have to wear signs that just say I'm stupid\nThat way you wouldn't rely on them, would you?\nYou wouldn't ask them anything. It would be like, ""Excuse me...oops\nNever mind""\n""I didn't see your sign.""\nIt's like before my wife and I moved from Texas to California our house\nWas full\nOf boxes and there was a u-Haul truck in our driveway\nMy friend comes over and says, ""Hey, You moving?""\n""Nope.""\n""We just pack our stuff up once or twice a week. Just to see how many\nBoxes it takes.""\n""Here's your sign.""\nWhy can't they get the picture? Why don't they understand?\nWe're not dealing with the planet of apes, we're talking about the\nModern man\nSo you people with them itsy bitsy teensie weensie tiny minds...\nHere's your sign. Here's your sign\nA couple of months ago I went fishing with a buddy of mine, we pulled\nHis boat\nInto the dock, I lifted up this big 'ol stringer of bass this idiot on\nThe dock\nGoes, ""Hey, yall catch all them fish?""\nNope\n""Talked 'em into giving up.""\n""Here's your sign.""\nI was out in the front yard with my boy the other day and he was\nPlaying with his little friend, and he hit his friend and I went up to\nHim\nAnd I said ""Hey, (smacks his boy), we don't hit."" He looked up at me\nLike, ""Here's your sign, dad."""
Da' Dip,MC Luscious,,,,,,,,,,,,,,,,,,,
Just Another Day - Single Version,John Mellencamp,,55MW5FDncO7dP8SE5fYboa,28,1996,year,0.715,0.738,0,-5.674,1,0.0325,0.096,0.000136,0.0978,0.896,144.145,4,207893,"Bobie Doll and Big Jim Picato\nCall me up every single day\nThey don't work and they don't want to\nCome on down to some Damn Cafe\nBobie Doll tells me ""live in the moment""\nDon't get too far ahead - don't live in the past\nI blink my eyes and the moment is over\nI guess another day has passed\nBut it's just another day\nIt's just another day\nWatching girls on the street\nWell, that's alright with me\nAnd it's just another day\nBobie Doll and Big Jim Picato\nAlways there with their free advice\nThey've got pearl handled pistols underneath their vests\nThey want me to go out drinkin with them tonight\nBut it's just another day\nIt's just another day\nWatchin girls on the street\nWell, that's alright with me\nAnd it's just another day\nYou've got clean white sheets in the mornin'\nConversation all afternoon\nBobie Doll and Big Jim Picato, baby\nAnd me and you\nBut, it's just another day\nJust another day\nWatching girls on the street\nWell, that's alright with me\nAnd it's just another day\nWell it's just another day\nIt's just another day\nWatching girls on the street\nWell, that's alright with me\nAnd it's just another day"
"Step By Step (From ""The Preacher's Wife"")",Whitney Houston,,,,,,,,,,,,,,,,,,,
