song,artist,features,track_id,popularity,release_date,release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,lyrics
Unconditionally,Katy Perry,,009ImBOrIUlWgla8U05RAC,78,2013-01-01,day,0.432,0.725,7,-4.862,1,0.0431,0.00273,0.0,0.208,0.353,128.902,4,228879,"[Verse 1]\nOh no, did I get too close?\nOh, did I almost see what's really on the inside?\nAll your insecurities\nAll the dirty laundry\nNever made me blink one time\n[Chorus]\nUnconditional, unconditionally\nI will love you unconditionally\nThere is no fear now\nLet go and just be free\nI will love you unconditionally\n[Verse 2]\nSo come just as you are to me\nDon't need apologies\nKnow that you are worthy\nI'll take your bad days with your good\nWalk through the storm, I would\nI'd do it all because I love you\nI love you\n[Chorus]\nUnconditional, unconditionally\nI will love you unconditionally\nThere is no fear now\nLet go and just be free\nI will love you unconditionally\n[Post-Chorus]\nSo open up your heart and just let it begin\nOpen up your heart and just let it begin\nOpen up your heart and just let it begin\nOpen up your heart\n[Bridge]\nAcceptance is the key to be\nTo be truly free\nWill you do the same for me?"
Waiting for Superman,Daughtry,,4AU7z13HYmPMetlWbq1mys,60,2013-11-15,day,0.555,0.682,0,-5.711,1,0.0269,0.0029,0.0,0.0662,0.383,105.987,4,266960,"[Verse 1]\nShe's watching the taxi driver, he pulls away\nShe's been locked up inside her apartment 100 days\nShe says ""Yeah, he's still coming, just a little bit late\nHe got stuck at the laundromat washing his cape""\nShe's just watching the clouds roll by and they spell her name\nLike Lois Lane\nAnd she smiles, oh, the way she smiles\n[Chorus]\nShe's talking to angels, counting the stars\nMaking a wish on a passing car\nShe's dancing with strangers, falling apart\nWaiting for Superman to pick her up\nIn his arms, yeah, in his arms, yeah\nWaiting for Superman\n[Verse 2]\nShe's out on the corner trying to catch a glimpse\nNothing's making sense\nShe's been chasing an answer\nA sign lost in the abyss, this Metropolis\nShe says, ""Yeah, he's still coming, just a little bit late\nHe got stuck at the Five and Dime saving the day\nShe says, ""If life was a movie, then it wouldn't end like this\nLeft without a kiss""\nStill, she smiles, oh, the way she smiles, yeah"
Chocolate,The 1975,,44Ljlpy44mHvLJxcYUvTK0,63,2013-01-01,day,0.591,0.94,11,-4.341,1,0.0522,0.00391,0.0,0.383,0.676,100.043,4,224640,"[Verse 1]\nCall it a split cause you know that you will\nYou bite your friends like chocolate\nYou say, we go where nobody knows\nGot guns hidden under our petticoats\nNo we're never gonna quit it\nNo we're never gonna quit it, no\nNow we run, run away from the boys in the blue\nAnd my car smells like chocolate\nHey now think about what to do\nI think about what to say, I think about how to think\nPause it, play it, pause it play it, pause it\n[Chorus]\nOh we go where nobody knows\nWith guns hidden under our petticoats\nNo we're never gonna quit it\nNo we're never gonna quit it, no\nYeah we're dressed in black from head to toe\nWe've got guns hidden under our petticoats\nNo we're never gonna quit it\nNo we're never gonna quit it, no\n[Post-Chorus]\nNow you're never gonna quit it\nNow you're never gonna quit it\nNow you're never gonna quit it\nIf you don't stop smoking it\nThat's what she said\nShe said we're dressed in black, head to toe\nWith guns hidden under our petticoats\nNo we're never gonna quit it\nNo we're never gonna quit it, no\n[Verse 2]\nHey now we're building up speed as we're approaching the hill\nOh my hair smells like chocolate\nHey now you say you're gonna quit it\nBut you're never gonna quit it\nGo get it, go get it\nGot get it, go get it, go!\nAnd play it cool"
Chillin' It,Cole Swindell,,0Utg7sirTPqrs6Cx0FbriQ,64,2014-02-18,day,0.576,0.849,9,-3.057,1,0.0386,0.511,3.89e-05,0.109,0.666,137.982,4,196747,"[Chorus]\nI got my shades on, top back\nRollin' with the music jacked\nOne on the wheel, one around you baby\n[Verse 1]\nLittle sun left to burn in the blue sky\nShinin' off the cross hangin' from the mirror of my ride\nBreeze blowin' in, your hair blowin' round\nYou're scanning through the stations lookin' for that country sound\nThe good stuff iced up in the back seat\nNowhere to go, nowhere to be\n[Chorus 2]\nI got my shades on, top back\nRollin' with the music jacked\nOne on the wheel, one around you baby\nSunset I bet there's a chance we can get\nSure enough tangled up laid back and lazy\nPour it on easy now don't spill a bit\nNothing but time tonight, let's get to killin' it\nLong as I'm rockin' with you girl\nYou know I'm cool with\nJust chillin' it\n[Verse 2]\nNothing but two lane country on up ahead\nGirl you so fine, I wouldn't mind if this is all we did\nYou got me high on kisses\nYou got me missin' signs\nHard lookin' left when my world is on my right\n[Chorus 2]\nI got my shades on, top back\nRollin' with the music jacked\nOne on the wheel, one around you baby\nSunset I bet there's a chance we can get\nSure enough tangled up laid back and lazy\nPour it on easy now don't spill a bit\nNothing but time tonight, let's get to killin' it\nLong as I'm rockin' with you girl\nYou know I'm cool with\nJust chillin' it"
Rap God,Eminem,,6or1bKJiZ06IlK0vFvY75k,78,2013-11-05,day,0.708,0.843,7,-2.66,1,0.314,0.397,0.0,0.799,0.625,148.14,4,363521,"[Intro]\n""Look, I was gonna go easy on you not to hurt your feelings""\n""But I'm only going to get this one chance""\n \n(\nSix minutes—, six minutes—\n)\n""Something's wrong, I can feel it""\n \n(\nSix minutes, Slim Shady, you're on!\n)\n""Just a feeling I've got, like something's about to happen, but I don't know what. \nIf that means what I think it means, we're in trouble, big trouble; \nAnd if he is as bananas as you say, I'm not taking any chances""\n""You are just what the doc ordered""\n[Chorus]\nI'm beginnin' to feel like a Rap God, Rap God\nAll my people from the front to the back nod, back nod\nNow, who thinks their arms are long enough to slap box, slap box?\nThey said I rap like a robot, so call me Rap-bot\n[Verse 1]\nBut for me to rap like a computer it must be in my genes\nI got a laptop in my back pocket\nMy pen'll go off when I half-cock it\nGot a fat knot from that rap profit\nMade a livin' and a killin' off it\nEver since Bill Clinton was still in office\nWith Monica Lewinsky feelin' on his nutsack\nI'm an MC still as honest\nBut as rude and as indecent as all hell\nSyllables, skill-a-holic (\nKill 'em all with\n)\nThis flippity dippity-hippity hip-hop\nYou don't really wanna get into a pissin' match\nWith this rappity brat, packin' a MAC in the back of the Ac'\nBackpack rap crap, yap-yap, yackety-yack\nAnd at the exact same time, I attempt these lyrical acrobat stunts while I'm practicin' that\nI'll still be able to break a motherfuckin' table\nOver the back of a couple of faggots and crack it in half\nOnly realized it was ironic, I was signed to Aftermath after the fact\nHow could I not blow? All I do is drop F-bombs\nFeel my wrath of attack\nRappers are havin' a rough time period, here's a maxi pad\nIt's actually disastrously bad for the wack\nWhile I'm masterfully constructing this masterpièce\n[Chorus]\n'Cause I'm beginnin' to feel like a Rap God, Rap God\nAll my people from the front to the back nod, back nod\nNow, who thinks their arms are long enough to slap box, slap box?\nLet me show you maintainin' this shit ain't that hard, that hard\nEverybody want the key and the secret to rap immortality like Ι have got"
Love Don't Die,The Fray,,6IDDwI0YOCAUDhMZltQekS,56,2014-02-24,day,0.632,0.805,11,-4.488,0,0.0303,0.0095,0.0,0.197,0.275,115.489,4,183093,"[Co-written & co-produced by Ryan Tedder]\n[Verse 1]\nIf I know one thing that's true\nIt ain't what you say, it's what you do\nAnd you don't say much, yeah, that's true\nBut I listen when you do\n[Interlude 1]\nA thousand years go by\nBut love don't die\n[Verse 2]\nIf I know one thing that's true\nIt's that I'm never leaving you\nAnd you don't say much, yeah, that's true\nBut I lose it when you do\n[Interlude 2]\nDon't let them tell no lies\nLove don't die\n[Chorus]\nNo matter where we go\nOr even if we don't\nAnd even if they try\nThey'll never take my body from your side\nLove don't die\n[Verse 3]\nIf there is one thing that's true\nIt's not what I say, it's what I do\nAnd I say too much, yeah, that's true\nSo just listen to what I do\n[Interlude 1]\nA thousand years go by\nBut love don't die"
Stay,Florida Georgia Line,,3grPZ1iQg2tEdh0ZCh3HTt,59,2012-01-01,day,0.494,0.936,1,-2.989,1,0.0418,0.0744,0.0,0.148,0.582,141.939,4,199320,"[Verse 1]\nI'd sell my soul just to see your face\nAnd I'd break my bones just to heal your pain\nIn these times I need a saving grace\nBut time is running out and I'm starting to lose my faith\n[Chorus]\nBut if I told you I loved you, would it make you wanna stay?\nI'm sorry for the way I hurt you, and making you walk away\n(I shoulda took the time to tell you)\nAnd if I wrote you a love song, and sang it to you every day\nWould it ever be enough\nTo make you wanna come back home and stay?\n(I can't go another day without you)\nWould it make you, make you wanna stay?\n(Girl, you gotta know I love you)\n[Verse 2]\nMy heart's on my sleeve, but it's turning black\n(I guess I know what it feels like it to be alone)\nWithout your touch, I'm not gonna last\n(I know you know that I need you just to carry on)\nIt feels like my walls are caving in\n(You always wanted it more, I left you hangin' on)\nAnd I'll do anything to have you here again\n[Chorus]\nBut if I told you I loved you, would it make you wanna stay?\nI'm sorry for the way I hurt you, and making you walk away\n(I shoulda took the time to tell you)\nAnd if I wrote you a love song, and sang it to you every day\nWould it ever be enough\nTo make you wanna come back home and stay?\n(I can't go another day without you)\n[Verse 3]\nYeah, the days are cold, the nights are long\nAnd I can't stand to be alone\nPlease know this is not your fault\nAnd all I want is to tell you I love you, and make you wanna stay\nThere's gotta be a way\n'Cause goin' on without you is killing me everyday"
Everything Is AWESOME!!! (feat. The Lonely Island),Tegan and Sara,The Lonely Island,58vnVBWfKWIjSVvKTZJly2,56,2013-02-04,day,0.698,0.96,8,-3.595,1,0.142,0.011,1.41e-06,0.435,0.738,147.999,4,163423,"[Chorus: Tegan and Sara]\nEverything is awesome\nEverything is cool when you're part of a team\nEverything is awesome\nWhen you're living out a dream\n[Bridge: Tegan and Sara]\nEverything is better when we stick together\nSide by side, you and I are gonna win forever, let's party forever\nWe're the same, I'm like you, you're like me\nWe are working in harmony\n[Chorus: Tegan and Sara]\nEverything is awesome\nEverything is cool when you're part of a team\nEverything is awesome\nWhen you're living out a dream\n[Verse 1: Akiva Shaffer, \nAndy Samberg\n, \nJorma Taccone\n, \nAll\n]\nWoooo! Three, two, one, go!\nHave you heard the news? Everyone's talkin'\nLife is good 'cause everything's awesome\nLost my job, there's a new opportunity\nMore free time for my awesome community\nI feel more awesome than an awesome possum\nDip my body in chocolate frostin'\nThree years later, wash off the frostin'\nSmellin' like a blossom, everything is awesome\nStepped in mud, got new brown shoes\nIt's awesome to win, and it's awesome to lose\n[Bridge: Tegan and Sara]\nEverything is better when we stick together\nSide by side, you and I are gonna win forever, let's party forever\nWe're the same, I'm like you, you're like me\nWe are working in harmony\n[Chorus: Tegan and Sara]\nEverything is awesome\nEverything is cool when you're part of a team\nEverything is awesome\nWhen you're living out a dream"
The Heart Of Dixie,Danielle Bradbery,,5FgLLtrDU4Ex2ezB9anpH5,42,2013-01-01,day,0.456,0.637,6,-4.773,1,0.0354,0.0171,0.0,0.194,0.436,155.95,4,209453,"[Verse 1]\nShe had a dead-end job at the National Bank\nAnd a deadbeat husband who always drank\nSo when he didn't come home, she had the gin to thank\nFor the tears in her eyes\nSo Dixie packed up and said her goodbyes, and she went\n[Chorus]\nDriving so far away, nobody's gonna find her\nFlying just fast enough to leave it all behind her\nBut she didn't know till she hit the road deep in her soul\nShe's got the fire and the fight of a gypsy\nAin't nothing stronger than the heart of Dixie\nThe heart of Dixie\n[Verse 2]\nIt's a funny thing when your world falls down\nIt's got a way of showing you what you're all about\nNow Dixie's got her wheels pointed south\nAnd she ain't never looking back\nAnd nobody knew she was brave like that\nAnd she went\n[Chorus]\nDriving so far away, nobody's gonna find her\nFlying just fast enough to leave it all behind her\nBut she didn't know till she hit the road deep in her soul\nShe's got the fire and the fight of a gypsy\nAin't nothing stronger than the heart of Dixie\nThe heart of Dixie"
Friday Night,Eric Paslay,,66rVt7PbwyKlu6CK6rxyAi,68,2014-01-01,day,0.657,0.841,9,-4.188,1,0.0452,0.16,0.0,0.177,0.722,120.009,4,167213,"[Intro]\nHere we go\nUh, ha ha\nYeah\n[Verse 1]\nI don't wanna be your Monday morning heading back to work\nStuck in traffic goin' slow, nothin' on the radio\nI don't wanna be another chore to check off on your list\nOf things you gotta do and places that you gotta go\nOh no\n[Chorus]\nI wanna be your Friday night sweet ride\nSummertime sunshine, barefoot in the moonlight\nI wanna be your jackpot hot spot\nWide open road in a candy apple rag top\nI wanna set you free\nI wanna take you high\nI wanna be, wanna be your Friday night\nOh, your Friday night\n[Verse 2]\nWe can rock together, let the good times roll forever\nFill up our cup, make a memory, drink it up\nI don't wanna miss another minute, wanna live it with you\n'Neath the blue sky fallin' in love\n[Chorus]\nI wanna be your Friday night sweet ride\nSummertime sunshine, barefoot in the moonlight\nI wanna be your jackpot hot spot\nWide open road in a candy apple rag top\nI wanna set you free\nI wanna take you high\nI wanna be, wanna be your Friday night\nOh, your Friday night\nOne, two, three, uh"
