song,artist,features,track_id,popularity,release_date,release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,lyrics
Good Thing,Paul Revere & The Raiders,Mark Lindsay,2UOijRbR9Ym6gnegBqzpzu,41,1966-11-28,day,0.53,0.877,8,-2.812,1,0.0385,0.0334,0.0,0.0875,0.883,125.594,4,184627,"Good Thing\nPaul Revere & The Raiders\nSsshhh, ahh\nSeems this worlds gotch you down\nYour feelin?bad vibrations frown\nWell, open your eyes girl, look at me\nIm gonna show you how it ought to be\nWere gonna?have a good thing\nSuch a good thing baby\nAnd when your world dont seem just right\nAnd lifes gettin?you uptight\nYou can change that wrong to right (wrong to right)\nCause I was there myself last night (there last night)\nGirl, I really had a good thing\nSuch a good thing baby\nI, I, I won't have no one now\nNo one around, to bring you down\nWell... groovy world, girl\nLet me bring you to a good, good, good, good thing girl\nGotta hear me, you can't please them all, should you try\nThey dont care if you live or die\nCause their losers, what a shame (what a shame)\nIm gonna show you to a brand new game (brand new game)\nGirl, were gonna have a good thing\nSuch a good thing, baby\nI won't tell you no,no, no lies\nWhen Im through, youll realize\nFor the first time it seems right (feels so right)\nIm gonna stay right here tonight (stay tonight)\nGirl, well really have a good thing\nSuch a good thing, baby\nNobody, no one around, to bring you down\nWell... groovy world, girl\nLet me bring you to a good, good, good, good thing\nSuch a good thing, girl\nSuch a good thhiiinng, baby\nSuch a, such a, such a, good thing, baby"
Standing In The Shadows Of Love,Four Tops,,2sD2XkPogLt7keXttj7F9o,44,2004-01-01,day,0.741,0.855,6,-8.288,1,0.0345,0.0721,8.67e-05,0.349,0.878,114.135,4,157640,"Standing in the shadows of love\nI'm getting ready for the heartaches to come\nCan't you see me standing in the shadows of love\nI'm getting ready for the heartaches to come\nI wanna run, but there's nowhere to go\n'Cause heartaches will follow me I know\nWithout your love, the love I need\nIt's the beginning of the end for me\n'Cause you've taken away my reasons for living\nWhen you pushed aside all the love I've been giving\nNow wait a minute\nDidn't I treat you right now, baby\nDidn't I?\nDidn't I do the best I could now, baby\nDidn't I?\nSo don't you leave me standing in the shadows of love\nI'm getting ready for the heartaches to come\nDon't you see me standing in the shadows of love\nJust trying my best to get ready for the heartaches to come\nAll alone I'm destined to be\nWith misery my only company\nMay come today, in fact, may come tomorrow\nBut it's for sure I ain't got nothing but sorrow\nNow don't your conscience kinda bother you?\nHow can you watch me cry after all I've done for you?\nNow hold on a minute\nGave you all the love I had now\nDidn't I?\nWhen you needed me, I was always there now\nWasn't I?\nStanding in the shadows of love\nGetting ready for the heartaches to come\nI'm trying not to cry out loud\nYou know crying, it ain't gonna help me now\nWhat did I do to cause you all this grief?\nWhat did I say to make you wanna leave?\nNow wait a minute"
Nashville Cats - 2003 Remaster,The Lovin' Spoonful,,4WVDaesMXyHKO8jyr9w6tE,43,1966-11,month,0.776,0.451,0,-11.224,1,0.0405,0.35,0.0,0.101,0.742,89.575,4,154000,"Nashville Cats, play clean as country water\nNashville Cats, play wild as \nmountain dew\nNashville Cats, been playin' since they's babies\nNashville Cats, get work before they're two\nWell, there's thirteen hundred and fifty two\nGuitar pickers in Nashville\nAnd they can pick more notes than the number of ants\nOn a Tennessee anthill\nYeah, there's thirteen hundred and fifty two\nGuitar cases in Nashville\nAnd any one that unpacks 'is guitar could play\nTwice as better than I will\nYeah, I was just thirteen, you might say I was a\nMusical proverbial knee-high\nWhen I heard a couple new-sounding tunes on the tubes\nAnd they blasted me sky-high\nAnd the record man said every one is a Yellow Sun\nRecord from Nashville\nAnd up North there ain't nobody buys them\nAnd I said, ""But I will""\nAnd it was\nNashville Cats, play clean as country water\nNashville Cats, play wild as mountain dew\nNashville Cats, been playin' since they's babies\nNashville Cats, get work before they're two\nWell, there's sixteen thousand eight hundred 'n' twenty one\nMothers from Nashville\nAll their friends play music, and they ain't uptight\nIf one of the kids will\nBecause it's custom made for any mother's son\nTo be a guitar picker in Nashville\nAnd I sure am glad I got a chance to say a word about\nThe music and the mothers from Nashville\nNashville Cats, play clean as country water\nNashville Cats, play wild as mountain dew\nNashville Cats, been playin' since they's babies\nNashville Cats, get work before they're two"
Words Of Love - Single Version,The Mamas & The Papas,,1DPy2UtzfVPL7T1xSoTC17,41,1966-08-30,day,0.444,0.704,10,-6.679,0,0.0453,0.6,0.0,0.235,0.595,115.942,4,135893,
The Knight in Rusty Armour - Stereo; 2011 Remaster,Peter And Gordon,,6pT33ADvrAnXzNUFvlrRdQ,22,1967-01-01,day,0.549,0.618,11,-7.269,1,0.0431,0.503,0.0,0.194,0.683,135.991,4,158333,Long ago in days of old\nThere lived a knight who\nWasn't quite as bold\nAs a knight should be\nHe rode an old grey mare called Bess\nSearchin' for a damsel in distress\nJust to see if he\nCould set her free\nSee the knight in rusty armour ride\nTo her aid\nTrusty sword is hanging at his side\nWith a rusty blade\nUp the tower steps he sneaked\nBut as he moved\nHis rusty armour squeaked\nSuch a mournful note\nAnd all the sentries at their posts\nThought it must have been the castle ghost\nThey jumped for their lives\nIn the moat\nSo the knight in rusty armour won\nHis fair maid\nHad no need to draw his trusty sword\nWith a rusty blade\nAs he bent to kiss his bride\nHe found that he was rusted up inside\nIn his battle dress\nAnd I can't guess\nHow they still got married and had twins\nThey came in tins\nEvery suit of armour ever made has a kink\nChainmail pants with a missing link
It May Be Winter Outside (But in My Heart It's Spring),Felice Taylor,,0xTkZjpIAGYvK1gvUmvIMT,8,2016-09-09,day,0.458,0.665,0,-6.113,1,0.0442,0.635,0.0265,0.0815,0.705,131.285,4,171533,
Color My World - Performed Live On The Ed Sullivan Show 1/15/67,Petula Clark,,4fDmBXsUlXhYt59IkY2tu6,0,2010-01-01,day,0.442,0.873,10,-7.032,1,0.0479,0.726,6.57e-05,0.279,0.712,165.708,4,169036,"You'll never see a dark cloud hanging 'round me\nNow there is only blue sky to surround me\nThere's never been a gray day since you found me\nEverything I touch is turned to gold\nCHORUS:\nSo you can color my world with sunshine yellow each day\nOh you can color my world with happiness all the way\nJust take the green from the grass and the blue from the sky up above\nAnd if you color my world, just paint it with your love\nJust color my world\nJust as long as I know you're thinking of me\nThere'll be a rainbow always up above me\nSince I found the one who really loves me\nEverything I touch is turned to gold\n(chorus)\nSunshine yellow, orange blossom\nLaughing faces everywhere, yeah\n(chorus)\nColor my world, color my world"
Wild Thing,Senator Bobby,,06MxKPDBlrXPHwf4Xd2Iiy,8,1967-03-01,day,0.69,0.637,4,-9.766,0,0.125,0.844,0.0,0.0502,0.556,101.577,4,162320,
Grizzly Bear,The Youngbloods,,6GrU8CtcbnSluWp2yI4Mt0,24,1967-03-10,day,0.64,0.599,7,-9.64,1,0.045,0.65,1.25e-06,0.0382,0.926,94.807,4,144547,"[Verse 1]\nWhoa-oh, when I woke up this morning\nShe was gone\nSolid gone\nWhen I woke up this morning\nShe was gone\nSolid gone, yeah\n[Chorus]\nI used to love to watch her dance that grizzly bear\nI guess she's gone to Frisco, whoa-oh\nTo dance it there\n'Cause when I woke up this morning\nYeah, she was gone\nSolid gone\nI used to love to watch her dance that grizzly bear\nI guess she's gone to Frisco, whoa-oh\nTo dance it there\n'Cause when I woke up this morning\nYeah, she was gone\nSolid gone\n[Verse 2]\nShe did not even tell me (did not even tell me)\nThe reason why (reason why)\nShe was gone (she was gone, bo-do-di-o)\nShe did not (she did not)\nDid not even (did not even)\nDid not even tell me (did not even tell me)\nShe did not tell me (did not)\nTell me why she was gone (tell me why she was gone)\n[Chorus]\nI used to love to watch her dance that grizzly bear\nI guess she's gone to Frisco, whoa-oh\nTo dance it there\n'Cause when I woke up this morning\nYeah, she was gone\nSolid gone\nSolid gone\nSolid gone"
I'm Gonna Miss You,The Artistics,,4wpOxZQmoxrHtfQQcR4PyW,33,2019-06-14,day,0.385,0.612,5,-13.529,1,0.0393,0.249,0.000175,0.339,0.884,178.017,3,164467,"Ahh, I'm gonna miss you\nAhh, I'm gonna miss you\nFrom the day I\nLaid my eyes on you\nI knew, girl, you were\nMy dream come true\nI tried so hard\nNot to confess\nThat you were the only one\nTo insure my happiness\nYour sweet loving\nI can't resist\nYour sweet loving\nI'm gonna miss\nAhh, I'm gonna miss you, baby\nAhh, I know I'm gonna miss you\nA kiss goodbye could\nPut a flame in my heart\nLoving you so\nIt tears me all apart\nMy lonely days\nAnd my lonely nights\nOh, how I dream of\nHolding you tight\nYour sweet loving\nI can't resist\n(And I know)\nYour sweet loving\nI'm gonna miss\nAhh, I'm gonna miss you, every day\nAhh, I'm gonna miss you, baby"
I've Got to Have a Reason - 2019 - Remaster,The Dave Clark Five,,65s2XkRfOUdAadGgA9bjGS,3,1967-06-05,day,0.516,0.644,7,-9.285,1,0.0423,0.00881,0.0,0.764,0.574,129.702,4,113075,"[Chorus]\nI've got to have a reason\nI got to have a reason\nI got to have a reason why\nYou're walkin' out on me\n[Verse 1]\nThere's somethin' on your mind\nBut you won't tell me\nMm, tell me why you're cryin'\nAnd I will help you, help you, help you\n[Chorus]\nBut I gotta have a reason\nI got to have a reason\nI got to have a reason why\nYou're walkin' out on me\n[Verse 2]\nIf there is someone else\nThen I would like to know\nBut you know I'm never ever gonna find out\nIf you won't tell me, tell me, tell me\n[Chorus]\nBut I gotta have a reason\nI got to have a reason\nI got to have a reason why\nYou're walkin' out on me\n[Bridge]\nIf you tell me what you're thinkin'\nEverything will be alright (Everything will be alright)\nLove will never leave your side (Love will never leave your side)\nIf you place your trust in me\n[Chorus]\nI got to have a reason\nI got to have a reason\nI got to have a reason why\nYou're walkin' out on me"
Our Winter Love,The Lettermen,,4mSfwqx71pxE2PeYc7bvr7,16,1993-01-01,day,0.33,0.151,1,-17.069,1,0.0282,0.743,0.088,0.109,0.166,77.703,4,146400,"Love born in winter time warms\nThis heart of mine with dancing fire\nOf sweet desire\nWe've found our winter love\nEyes cold as fallen tears grow\nBe chilling fears of loneliness\nHow could I guess?\nWe've found our winter love\nNow armed, the world is warm, warm\nThrough cold and storm, we've found a fire\nOf sweet desire\nWe've found our winter love\nWe've found our winter love\nWe've found our winter love\nWe've found our winter love\nWe've found our winter love"
Feel So Bad,Little Milton,,4oA0yg1roFsXnkzfOy10WT,12,1966-01-01,day,0.608,0.487,8,-12.798,1,0.0709,0.421,0.0,0.0924,0.867,170.52,4,243520,Feel so bad\nFeel like a ballgame on a rainy day\nI tell you I feel so bad\nFeel like a ballgame on a rainy day\nSince I lost my baby\nI shake my head and walk away (walk away)\nSometime I want to stay here\nThen again I want to leave\nSometime I want to leave here\nThen again I want to stay\nI just can't make my mind up\nI shake my head and walk away (walk away)\nI'm trying to tell you people\nTell you just how I feel\nI'm trying to tell you people\nTrying to tell you just how I feel\nI feel so bad (yes I do)\nMy baby gave me a dirty deal\n[Guitar solo]\nOh I feel so bad\nFeel like a ballgame on a rainy day (yes I do)\nI feel so bad\nFeel like a ballgame on a rainy rainy rainy day\nSince I lost my baby\nI shake my head and walk away (I just walk away)\nSometime I want to stay here\nThen again I want to leave (yes I do)\nSometime I want to leave here\nThen again I want to stay (alright)\nWell since I've got my clothes packed\nI'll catch a train and ride away (gonna ride away)\nI'm gonna ride away\nI'm gonna leave her\nI'm so lonely\nI feel so bad\nI'm gonna leave this town\nOh yeah\nI can't stay no longer\nFeel so bad
Tell It to the Rain,Frankie Valli & The Four Seasons,,7K09lHx812oLYFMHSVEbp0,27,1967-05-01,day,0.53,0.537,0,-11.831,1,0.0485,0.556,0.0,0.102,0.66,137.363,4,156933,
I've Passed This Way Before,Jimmy Ruffin,,7G4ggNSeJG6P82Yk0fvvdR,28,2004-01-01,day,0.723,0.467,10,-12.12,1,0.0364,0.459,0.0,0.348,0.848,110.8,4,162760,"Life lends a crushing blow\nAnd once again a heart is broken\nAnd as history repeats itself\nThese few words are sadly spoken\nI've passed this way before\nAnd I've felt this pain before\nA hurt that took so long to end\nHas found my poor heart again\nAs I watch love walking away\nIt brings back old memories\nA familiar pain still feels the same\nOnce again heartache has found me\nA dark cloud covered my heart\nOh, when she told me goodbye\nNow there's nothing left but emptiness\nAnd the tears that fill my crying eyes\nI've passed this way before\nAnd I've felt this pain before\nA hurt that took so long to end\nHas found my poor heart again\nNo matter how strong a man is\nWithout love he walks in the dark\nIf love deserts him it will surely hurt him\nCos his weakness is his heart\nA lonely journey now stands before me\nThe endless pain has started\nBut this time I know the way\nWalking alone and broken hearted\nIt so hard to face reality\nKnowing loneliness is my destiny\nBecause I've passed this way before\nAnd I've felt this pain before\nA hurt that took so long to end\nHas found my poor heart again"
Where Will The Words Come From - Remastered,Gary Lewis & The Playboys,,19eolVl0e9EDVl4cTRSZti,14,1967-01-01,day,0.41,0.248,5,-12.116,1,0.0275,0.844,0.0,0.104,0.452,103.363,4,122813,"[Verse 1]\nWhere will the words come from\nWhen I tell you, ""I don't love you anymore""?\nWhen I command my lips to say\n""It's over now, please go away""\nWill the words be there\nOr will they fail me like they've always done before?\n[Chorus]\nWhere will the words come from\nWhen I tell you, ""I don't want you\nI don't love you anymore""\n[Bridge]\nWhat happened to the love we had when it went away?\nDid it change itself into a cloud and become a rainy day?\n[Chorus]\nWhere will the words come from\nWhen I tell you, ""I don't want you\nI don't love you anymore""\n[Verse 2]\nWhere will the words come from\nWhen I tell you, ""I don't love you anymore""?\nWhen I search inside my soul\nFor words to tell of love grown cold\nWill the words be there\nOr will they fail me like they've always done before?\n[Chorus]\nWhere will the words come from\nWhen I tell you, ""I don't want you\nI don't love you anymore"""
How Do You Catch A Girl,Sam The Sham & The Pharaohs,,3DmgCsCknR4TWqHdUfFuZF,9,2011-01-01,day,0.65,0.576,2,-9.446,1,0.0441,0.305,8.62e-05,0.0716,0.896,127.023,4,139347,"Won't somebody tell me please?\nHow do you catch a girl?\nTake a little piece of cheese and put it on a trap\nIf you don't catch a mouse then you're bound to catch a rat\nTake a tiny shiny hook and a little piece of bait\nAnd you're bound to catch a fish if you're calm enough to wait\nBut how do you catch a girl?\nHow do you catch a girl?\nWon't somebody tell me please?\nHow do you catch a girl?\nDaniel Boone took a rifle and a coonskin cap\nAnd he found an icy river and he set a little trap\nAnd he took a bit of jerky and he took a little nap\nAnd he knew he'd catch a beaver or a fat muskrat\nBut how do you catch a girl?\nHow do you catch a girl?\nWon't somebody tell me please?\nHow do you catch a girl?\nI'd like to know how to catch a girl\nI've caught frogs, I've caught snakes, earthworms\nAnd they may be nice\nBut girls, oh\nWell, I asked the local lover and he told me what to do\nHe said learn the rocking dances both old and new\nBut it's hard to do those dances with two left feet\nSo I've got to find a method that'll work for me\nOh, how do you catch a girl?\nHow do you catch a girl?\nWon't somebody tell me please?\nHow do you catch a girl?\nI wish I knew\nHow do you catch a girl?\nHow do you catch a girl?\nHow do you catch a girl?\nHow do you catch a girl?"
Sugar Town,Nancy Sinatra,,0AWN35e76cvPxAUms8SojX,53,2006-04-25,day,0.727,0.382,7,-11.786,1,0.0408,0.664,0.0,0.076,0.62,108.213,4,146469,"[Verse 1]\nI got some troubles, but they won't last\nI'm gonna lay right down here in the grass\nAnd pretty soon, all my troubles will pass\n'Cause I'm in shoo-shoo-shoo, shoo-shoo-shoo\nShoo-shoo, shoo-shoo, shoo-shoo, Sugar Town\n[Verse 2]\nI never had a dog that liked me some\nNever had a friend or wanted one\nSo I just lay back and laugh at the sun\n'Cause I'm in shoo-shoo-shoo, shoo-shoo-shoo\nShoo-shoo, shoo-shoo, shoo-shoo, Sugar Town\n[Verse 3]\nYesterday, it rained in Tennessee\nI heard it also rained in Tallahassee\nBut not a drop fell on little old me\n'Cause I was in shoo-shoo-shoo, shoo-shoo-shoo\nShoo-shoo, shoo-shoo, shoo-shoo, Sugar Town\n[Verse 4]\nIf I had a million dollars or ten\nI'd give to you, world, and then\nYou'd go away and let me spend\nMy life in shoo-shoo-shoo, shoo-shoo-shoo\nShoo-shoo, shoo-shoo, shoo-shoo, Sugar Town\n[Outro]\nLa-la-la-la-la-la-la-la\nLa-la-la-la-la-la-la-la\nLa-la-la-la-la-la-la-la-la\nLa-la-la-la-la-la-la-la..."
Look What You've Done,Pozo Seco Singers,,15mNqJkj7JNSzgYuae5pPZ,13,1965,year,0.424,0.536,10,-10.568,1,0.0268,0.426,0.753,0.108,0.726,96.7,4,166947,
Wish Me A Rainbow,The Gunter Kallmann Chorus,,,,,,,,,,,,,,,,,,,
If You Go Away,Damita Jo,,1CfeKBehU6z7lZ9zO0kf5g,21,1967,year,0.391,0.23,6,-10.371,0,0.0445,0.891,0.0,0.141,0.224,131.667,3,238613,"If you go away\nOn this summer day\nThen you might as well\nTake the sun away\nAll the birds that flew\nIn the summer sky\nWhen our love was new\nAnd our hearts were high\nWhen the day was young\nAnd the night was long\nAnd the moon stood still\nFor the night bird song\nIf you go away\nIf you go away\nIf you go away\nBut if you stay\nI'll make you a day\nLike no day has been\nOr will be again\nWe'll sail on the sun\nWe'll ride on the rain\nWe'll talk to the trees\nAnd worship the wind\nThen if you go\nI'll understand\nLeave me just enough love\nTo hold in my hand\nIf you go away\nIf you go away\nIf you go away\nIf you go away\nAs I know you will\nYou must tell the\nWorld to stop turning\nTil you return again\nIf you ever do\nFor what good is love\nWithout loving you\nCan I tell you now\nAs you turn to go\nI'll be dying slowly\nTil your next hello\nIf you go away\nIf you go away\nIf you go away\nIf you go away\nBut if you stay\nI'll make you a night\nLike no night has been\nOr will be again\nI'll ride on you smile\nI'll sail on your touch\nI'll talk to your eyes\nThat I love so much\nBut if you go\nI'll understand\nLeave me just enough love\nTo hold in my hand\nIf you go away\nIf you go away\nIf you go away\nIf you go away\nAs I know you must\nThere'll be nothing left\nIn the world to trust\nJust an empty room\nFull of empty space\nLike the empty look\nI see on your face\nOh, I'd have been the\nShadow of your shadow\nIf I thought it might\nHave kept me by your side\nIf you go away\nIf you go away\nIf you go away\nPlease, don't go away"
The Little Black Egg,The Nightcrawlers,,3jwPIp1n8YrKcEpKB4PJoT,19,2018-04-13,day,0.513,0.8,9,-9.556,1,0.0302,0.00751,0.00272,0.166,0.96,120.976,4,208613,
Danger! She's A Stranger - Buddha Remastered 2001,The Five Stairsteps,,1oMs2rmpTZW8p9f9zL2clh,31,2001-11-06,day,0.479,0.543,10,-8.504,0,0.0288,0.606,9.14e-06,0.145,0.81,93.384,4,168427,"[Chorus]\nHey, baby\nCould you maybe have some love for me?\nIf you think so then will I know\nAll my possibilities of loving a stranger\nEven though it can endanger\n[Verse 1]\nLove's a gamble\nFor example:\nTake a chance on everything you own\nHeads you win, but tails you lose\nAnd if our love was even half that strong\nWe can overcome\nAnd make two strangers become as one\nDo you think it would be so hard\n(Open up your heart)\nOh, oh, oh, oh, oh\nOh\n[Chorus]\nHey baby (Hey, baby)\nCould you maybe (Could you maybe)\nHave some love for me\nIf you think so (If you think so)\nThen will I know (Then will I know)\nAll my possibilities\nOf loving a stranger\nEven though it can endanger (Stranger)\nOh, oh, oh, oh, oh"
Trouble Down Here Below - Digitally Remastered 00,Lou Rawls,,6sKhdm5VN71T8BDuoBqGV3,5,2000-06-06,day,0.53,0.748,10,-8.004,1,0.0493,0.592,1.19e-05,0.161,0.709,145.063,4,138373,"Well, I a-know there's peace\nOn the mountain\nAnd that's where I want to go\nBut I just can't rest\nOn the mountaintop\nKnowin' the trouble down here below\nWhoa, trouble down here below\nWell, I know how to make it\nTo the top of the mountain\n'Cause I've been there\nA time or so\nBut I cannot rest\nOn the mountaintop\nKnowin' the trouble down here below\nYeah, yeah, trouble down here below\nI got a mother, father\nSister, brothers\nCryin' down here\nIn a world of trouble\nWell, there ain't no trouble\nOn the mountain\nBut there's trouble down here below\nYeah, yeah, trouble down here below\nNow people drinkin' and gamblin'\nRovin' and ramblin'\nFightin' and shootin'\nThey're a-hatin' and disputin'\nNo, there ain't no trouble\nOn the mountain\nBut there's trouble down here below\nHey, yeah, trouble down here below\nThere's trouble down here\nTrouble down here\nMy brothers and sisters\nAre cryin' in a world of trouble"
Coming Home Soldier,Bobby Vinton,,0EDDzuxDc8oBkXV4X372Az,20,1991-09-03,day,0.492,0.32,4,-12.52,1,0.0368,0.711,0.0,0.0891,0.432,113.17,4,149397,"I'm coming home I'm coming\nI'm coming home I'm coming home\nHome, I'm coming home\nComing home from across the sea\nHome, I'm coming home\nNo more marching and fighting for me\nI am soldier\nA coming home soldier\nNo purple heart\nDo I wear on my chest\nI'm just a soldier\nA coming home soldier\nI know that I\nI've done my best\nI'm coming home I'm coming\nI'm coming home I'm coming home\nThe girl I left behind\nHas been waiting patently\nShe said, she didn't mind\nCause helpin keep our land free\nI am soldier\nA coming home soldier\nNo purple heart\nDo I wear on my chest\nI'm just a soldier\nA coming home soldier\nI know that I\nI've done my best"
